"","Year","Scenario","TraceNumber","CNF_LF","ID"
"632",2032,"ObsRes",15,12.630349,632
"633",2033,"ObsRes",15,14.648871,633
"634",2034,"ObsRes",15,14.306056,634
"635",2035,"ObsRes",15,18.148319,635
"636",2036,"ObsRes",15,11.164062,636
"637",2037,"ObsRes",15,9.931656,637
"638",2038,"ObsRes",15,20.116677,638
"639",2039,"ObsRes",15,17.225136,639
"640",2040,"ObsRes",15,13.731401,640
"641",2041,"ObsRes",15,15.369422,641
"642",2042,"ObsRes",15,14.140528,642
"643",2043,"ObsRes",15,11.095455,643
"644",2044,"ObsRes",15,16.439485,644
"645",2045,"ObsRes",15,15.139293,645
"646",2046,"ObsRes",15,16.933581,646
"647",2047,"ObsRes",15,13.140416,647
"648",2048,"ObsRes",15,12.505894,648
"649",2049,"ObsRes",15,20.805422,649
"650",2050,"ObsRes",15,11.165419,650
"651",2051,"ObsRes",15,8.496102,651
"652",2052,"ObsRes",15,9.413908,652
"653",2053,"ObsRes",15,11.426874,653
"654",2054,"ObsRes",15,21.500963,654
"655",2055,"ObsRes",15,15.862511,655
"656",2056,"ObsRes",15,9.598169,656
"657",2057,"ObsRes",15,11.52416,657
"658",2058,"ObsRes",15,10.010259,658
"659",2059,"ObsRes",15,17.377609,659
"660",2060,"ObsRes",15,8.669081,660
"661",2017,"ObsRes",16,22.526783,661
"662",2018,"ObsRes",16,18.447196,662
"663",2019,"ObsRes",16,19.024047,663
"664",2020,"ObsRes",16,13.877797,664
"665",2021,"ObsRes",16,14.430703,665
"666",2022,"ObsRes",16,15.21373,666
"667",2023,"ObsRes",16,19.539212,667
"668",2024,"ObsRes",16,16.954335,668
"669",2025,"ObsRes",16,21.829584,669
"670",2026,"ObsRes",16,14.62104,670
"671",2027,"ObsRes",16,8.474133,671
"672",2028,"ObsRes",16,17.422186,672
"673",2029,"ObsRes",16,12.183502,673
"674",2030,"ObsRes",16,6.17819,674
"675",2031,"ObsRes",16,12.630349,675
"676",2032,"ObsRes",16,14.648871,676
"677",2033,"ObsRes",16,14.306056,677
"678",2034,"ObsRes",16,18.148319,678
"679",2035,"ObsRes",16,11.164062,679
"680",2036,"ObsRes",16,9.931656,680
"681",2037,"ObsRes",16,20.116677,681
"682",2038,"ObsRes",16,17.225136,682
"683",2039,"ObsRes",16,13.731401,683
"684",2040,"ObsRes",16,15.369422,684
"685",2041,"ObsRes",16,14.140528,685
"686",2042,"ObsRes",16,11.095455,686
"687",2043,"ObsRes",16,16.439485,687
"688",2044,"ObsRes",16,15.139293,688
"689",2045,"ObsRes",16,16.933581,689
"690",2046,"ObsRes",16,13.140416,690
"691",2047,"ObsRes",16,12.505894,691
"692",2048,"ObsRes",16,20.805422,692
"693",2049,"ObsRes",16,11.165419,693
"694",2050,"ObsRes",16,8.496102,694
"695",2051,"ObsRes",16,9.413908,695
"696",2052,"ObsRes",16,11.426874,696
"697",2053,"ObsRes",16,21.500963,697
"698",2054,"ObsRes",16,15.862511,698
"699",2055,"ObsRes",16,9.598169,699
"700",2056,"ObsRes",16,11.52416,700
"701",2057,"ObsRes",16,10.010259,701
"702",2058,"ObsRes",16,17.377609,702
"703",2059,"ObsRes",16,8.669081,703
"704",2060,"ObsRes",16,10.37707,704
"705",2017,"ObsRes",17,18.447196,705
"706",2018,"ObsRes",17,19.024047,706
"707",2019,"ObsRes",17,13.877797,707
"708",2020,"ObsRes",17,14.430703,708
"709",2021,"ObsRes",17,15.21373,709
"710",2022,"ObsRes",17,19.539212,710
"711",2023,"ObsRes",17,16.954335,711
"712",2024,"ObsRes",17,21.829584,712
"713",2025,"ObsRes",17,14.62104,713
"714",2026,"ObsRes",17,8.474133,714
"715",2027,"ObsRes",17,17.422186,715
"716",2028,"ObsRes",17,12.183502,716
"717",2029,"ObsRes",17,6.17819,717
"718",2030,"ObsRes",17,12.630349,718
"719",2031,"ObsRes",17,14.648871,719
"720",2032,"ObsRes",17,14.306056,720
"721",2033,"ObsRes",17,18.148319,721
"722",2034,"ObsRes",17,11.164062,722
"723",2035,"ObsRes",17,9.931656,723
"724",2036,"ObsRes",17,20.116677,724
"725",2037,"ObsRes",17,17.225136,725
"726",2038,"ObsRes",17,13.731401,726
"727",2039,"ObsRes",17,15.369422,727
"728",2040,"ObsRes",17,14.140528,728
"729",2041,"ObsRes",17,11.095455,729
"730",2042,"ObsRes",17,16.439485,730
"731",2043,"ObsRes",17,15.139293,731
"732",2044,"ObsRes",17,16.933581,732
"733",2045,"ObsRes",17,13.140416,733
"734",2046,"ObsRes",17,12.505894,734
"735",2047,"ObsRes",17,20.805422,735
"736",2048,"ObsRes",17,11.165419,736
"737",2049,"ObsRes",17,8.496102,737
"738",2050,"ObsRes",17,9.413908,738
"739",2051,"ObsRes",17,11.426874,739
"740",2052,"ObsRes",17,21.500963,740
"741",2053,"ObsRes",17,15.862511,741
"742",2054,"ObsRes",17,9.598169,742
"743",2055,"ObsRes",17,11.52416,743
"744",2056,"ObsRes",17,10.010259,744
"745",2057,"ObsRes",17,17.377609,745
"746",2058,"ObsRes",17,8.669081,746
"747",2059,"ObsRes",17,10.37707,747
"748",2060,"ObsRes",17,19.522695,748
"749",2017,"ObsRes",18,19.024047,749
"750",2018,"ObsRes",18,13.877797,750
"751",2019,"ObsRes",18,14.430703,751
"752",2020,"ObsRes",18,15.21373,752
"753",2021,"ObsRes",18,19.539212,753
"754",2022,"ObsRes",18,16.954335,754
"755",2023,"ObsRes",18,21.829584,755
"756",2024,"ObsRes",18,14.62104,756
"757",2025,"ObsRes",18,8.474133,757
"758",2026,"ObsRes",18,17.422186,758
"759",2027,"ObsRes",18,12.183502,759
"760",2028,"ObsRes",18,6.17819,760
"761",2029,"ObsRes",18,12.630349,761
"762",2030,"ObsRes",18,14.648871,762
"763",2031,"ObsRes",18,14.306056,763
"764",2032,"ObsRes",18,18.148319,764
"765",2033,"ObsRes",18,11.164062,765
"766",2034,"ObsRes",18,9.931656,766
"767",2035,"ObsRes",18,20.116677,767
"768",2036,"ObsRes",18,17.225136,768
"769",2037,"ObsRes",18,13.731401,769
"770",2038,"ObsRes",18,15.369422,770
"771",2039,"ObsRes",18,14.140528,771
"772",2040,"ObsRes",18,11.095455,772
"773",2041,"ObsRes",18,16.439485,773
"774",2042,"ObsRes",18,15.139293,774
"775",2043,"ObsRes",18,16.933581,775
"776",2044,"ObsRes",18,13.140416,776
"777",2045,"ObsRes",18,12.505894,777
"778",2046,"ObsRes",18,20.805422,778
"779",2047,"ObsRes",18,11.165419,779
"780",2048,"ObsRes",18,8.496102,780
"781",2049,"ObsRes",18,9.413908,781
"782",2050,"ObsRes",18,11.426874,782
"783",2051,"ObsRes",18,21.500963,783
"784",2052,"ObsRes",18,15.862511,784
"785",2053,"ObsRes",18,9.598169,785
"786",2054,"ObsRes",18,11.52416,786
"787",2055,"ObsRes",18,10.010259,787
"788",2056,"ObsRes",18,17.377609,788
"789",2057,"ObsRes",18,8.669081,789
"790",2058,"ObsRes",18,10.37707,790
"791",2059,"ObsRes",18,19.522695,791
"792",2060,"ObsRes",18,10.225351,792
"793",2017,"ObsRes",19,13.877797,793
"794",2018,"ObsRes",19,14.430703,794
"795",2019,"ObsRes",19,15.21373,795
"796",2020,"ObsRes",19,19.539212,796
"797",2021,"ObsRes",19,16.954335,797
"798",2022,"ObsRes",19,21.829584,798
"799",2023,"ObsRes",19,14.62104,799
"800",2024,"ObsRes",19,8.474133,800
"801",2025,"ObsRes",19,17.422186,801
"802",2026,"ObsRes",19,12.183502,802
"803",2027,"ObsRes",19,6.17819,803
"804",2028,"ObsRes",19,12.630349,804
"805",2029,"ObsRes",19,14.648871,805
"806",2030,"ObsRes",19,14.306056,806
"807",2031,"ObsRes",19,18.148319,807
"808",2032,"ObsRes",19,11.164062,808
"809",2033,"ObsRes",19,9.931656,809
"810",2034,"ObsRes",19,20.116677,810
"811",2035,"ObsRes",19,17.225136,811
"812",2036,"ObsRes",19,13.731401,812
"813",2037,"ObsRes",19,15.369422,813
"814",2038,"ObsRes",19,14.140528,814
"815",2039,"ObsRes",19,11.095455,815
"816",2040,"ObsRes",19,16.439485,816
"817",2041,"ObsRes",19,15.139293,817
"818",2042,"ObsRes",19,16.933581,818
"819",2043,"ObsRes",19,13.140416,819
"820",2044,"ObsRes",19,12.505894,820
"821",2045,"ObsRes",19,20.805422,821
"822",2046,"ObsRes",19,11.165419,822
"823",2047,"ObsRes",19,8.496102,823
"824",2048,"ObsRes",19,9.413908,824
"825",2049,"ObsRes",19,11.426874,825
"826",2050,"ObsRes",19,21.500963,826
"827",2051,"ObsRes",19,15.862511,827
"828",2052,"ObsRes",19,9.598169,828
"829",2053,"ObsRes",19,11.52416,829
"830",2054,"ObsRes",19,10.010259,830
"831",2055,"ObsRes",19,17.377609,831
"832",2056,"ObsRes",19,8.669081,832
"833",2057,"ObsRes",19,10.37707,833
"834",2058,"ObsRes",19,19.522695,834
"835",2059,"ObsRes",19,10.225351,835
"836",2060,"ObsRes",19,11.570223,836
"837",2017,"ObsRes",20,14.430703,837
"838",2018,"ObsRes",20,15.21373,838
"839",2019,"ObsRes",20,19.539212,839
"840",2020,"ObsRes",20,16.954335,840
"841",2021,"ObsRes",20,21.829584,841
"842",2022,"ObsRes",20,14.62104,842
"843",2023,"ObsRes",20,8.474133,843
"844",2024,"ObsRes",20,17.422186,844
"845",2025,"ObsRes",20,12.183502,845
"846",2026,"ObsRes",20,6.17819,846
"847",2027,"ObsRes",20,12.630349,847
"848",2028,"ObsRes",20,14.648871,848
"849",2029,"ObsRes",20,14.306056,849
"850",2030,"ObsRes",20,18.148319,850
"851",2031,"ObsRes",20,11.164062,851
"852",2032,"ObsRes",20,9.931656,852
"853",2033,"ObsRes",20,20.116677,853
"854",2034,"ObsRes",20,17.225136,854
"855",2035,"ObsRes",20,13.731401,855
"856",2036,"ObsRes",20,15.369422,856
"857",2037,"ObsRes",20,14.140528,857
"858",2038,"ObsRes",20,11.095455,858
"859",2039,"ObsRes",20,16.439485,859
"860",2040,"ObsRes",20,15.139293,860
"861",2041,"ObsRes",20,16.933581,861
"862",2042,"ObsRes",20,13.140416,862
"863",2043,"ObsRes",20,12.505894,863
"864",2044,"ObsRes",20,20.805422,864
"865",2045,"ObsRes",20,11.165419,865
"866",2046,"ObsRes",20,8.496102,866
"867",2047,"ObsRes",20,9.413908,867
"868",2048,"ObsRes",20,11.426874,868
"869",2049,"ObsRes",20,21.500963,869
"870",2050,"ObsRes",20,15.862511,870
"871",2051,"ObsRes",20,9.598169,871
"872",2052,"ObsRes",20,11.52416,872
"873",2053,"ObsRes",20,10.010259,873
"874",2054,"ObsRes",20,17.377609,874
"875",2055,"ObsRes",20,8.669081,875
"876",2056,"ObsRes",20,10.37707,876
"877",2057,"ObsRes",20,19.522695,877
"878",2058,"ObsRes",20,10.225351,878
"879",2059,"ObsRes",20,11.570223,879
"880",2060,"ObsRes",20,13.628611,880
"881",2017,"ObsRes",21,15.21373,881
"882",2018,"ObsRes",21,19.539212,882
"883",2019,"ObsRes",21,16.954335,883
"884",2020,"ObsRes",21,21.829584,884
"885",2021,"ObsRes",21,14.62104,885
"886",2022,"ObsRes",21,8.474133,886
"887",2023,"ObsRes",21,17.422186,887
"888",2024,"ObsRes",21,12.183502,888
"889",2025,"ObsRes",21,6.17819,889
"890",2026,"ObsRes",21,12.630349,890
"891",2027,"ObsRes",21,14.648871,891
"892",2028,"ObsRes",21,14.306056,892
"893",2029,"ObsRes",21,18.148319,893
"894",2030,"ObsRes",21,11.164062,894
"895",2031,"ObsRes",21,9.931656,895
"896",2032,"ObsRes",21,20.116677,896
"897",2033,"ObsRes",21,17.225136,897
"898",2034,"ObsRes",21,13.731401,898
"899",2035,"ObsRes",21,15.369422,899
"900",2036,"ObsRes",21,14.140528,900
"901",2037,"ObsRes",21,11.095455,901
"902",2038,"ObsRes",21,16.439485,902
"903",2039,"ObsRes",21,15.139293,903
"904",2040,"ObsRes",21,16.933581,904
"905",2041,"ObsRes",21,13.140416,905
"906",2042,"ObsRes",21,12.505894,906
"907",2043,"ObsRes",21,20.805422,907
"908",2044,"ObsRes",21,11.165419,908
"909",2045,"ObsRes",21,8.496102,909
"910",2046,"ObsRes",21,9.413908,910
"911",2047,"ObsRes",21,11.426874,911
"912",2048,"ObsRes",21,21.500963,912
"913",2049,"ObsRes",21,15.862511,913
"914",2050,"ObsRes",21,9.598169,914
"915",2051,"ObsRes",21,11.52416,915
"916",2052,"ObsRes",21,10.010259,916
"917",2053,"ObsRes",21,17.377609,917
"918",2054,"ObsRes",21,8.669081,918
"919",2055,"ObsRes",21,10.37707,919
"920",2056,"ObsRes",21,19.522695,920
"921",2057,"ObsRes",21,10.225351,921
"922",2058,"ObsRes",21,11.570223,922
"923",2059,"ObsRes",21,13.628611,923
"924",2060,"ObsRes",21,15.005531,924
"925",2017,"ObsRes",22,19.539212,925
"926",2018,"ObsRes",22,16.954335,926
"927",2019,"ObsRes",22,21.829584,927
"928",2020,"ObsRes",22,14.62104,928
"929",2021,"ObsRes",22,8.474133,929
"930",2022,"ObsRes",22,17.422186,930
"931",2023,"ObsRes",22,12.183502,931
"932",2024,"ObsRes",22,6.17819,932
"933",2025,"ObsRes",22,12.630349,933
"934",2026,"ObsRes",22,14.648871,934
"935",2027,"ObsRes",22,14.306056,935
"936",2028,"ObsRes",22,18.148319,936
"937",2029,"ObsRes",22,11.164062,937
"938",2030,"ObsRes",22,9.931656,938
"939",2031,"ObsRes",22,20.116677,939
"940",2032,"ObsRes",22,17.225136,940
"941",2033,"ObsRes",22,13.731401,941
"942",2034,"ObsRes",22,15.369422,942
"943",2035,"ObsRes",22,14.140528,943
"944",2036,"ObsRes",22,11.095455,944
"945",2037,"ObsRes",22,16.439485,945
"946",2038,"ObsRes",22,15.139293,946
"947",2039,"ObsRes",22,16.933581,947
"948",2040,"ObsRes",22,13.140416,948
"949",2041,"ObsRes",22,12.505894,949
"950",2042,"ObsRes",22,20.805422,950
"951",2043,"ObsRes",22,11.165419,951
"952",2044,"ObsRes",22,8.496102,952
"953",2045,"ObsRes",22,9.413908,953
"954",2046,"ObsRes",22,11.426874,954
"955",2047,"ObsRes",22,21.500963,955
"956",2048,"ObsRes",22,15.862511,956
"957",2049,"ObsRes",22,9.598169,957
"958",2050,"ObsRes",22,11.52416,958
"959",2051,"ObsRes",22,10.010259,959
"960",2052,"ObsRes",22,17.377609,960
"961",2053,"ObsRes",22,8.669081,961
"962",2054,"ObsRes",22,10.37707,962
"963",2055,"ObsRes",22,19.522695,963
"964",2056,"ObsRes",22,10.225351,964
"965",2057,"ObsRes",22,11.570223,965
"966",2058,"ObsRes",22,13.628611,966
"967",2059,"ObsRes",22,15.005531,967
"968",2060,"ObsRes",22,14.948498,968
"969",2017,"ObsRes",23,16.954335,969
"970",2018,"ObsRes",23,21.829584,970
"971",2019,"ObsRes",23,14.62104,971
"972",2020,"ObsRes",23,8.474133,972
"973",2021,"ObsRes",23,17.422186,973
"974",2022,"ObsRes",23,12.183502,974
"975",2023,"ObsRes",23,6.17819,975
"976",2024,"ObsRes",23,12.630349,976
"977",2025,"ObsRes",23,14.648871,977
"978",2026,"ObsRes",23,14.306056,978
"979",2027,"ObsRes",23,18.148319,979
"980",2028,"ObsRes",23,11.164062,980
"981",2029,"ObsRes",23,9.931656,981
"982",2030,"ObsRes",23,20.116677,982
"983",2031,"ObsRes",23,17.225136,983
"984",2032,"ObsRes",23,13.731401,984
"985",2033,"ObsRes",23,15.369422,985
"986",2034,"ObsRes",23,14.140528,986
"987",2035,"ObsRes",23,11.095455,987
"988",2036,"ObsRes",23,16.439485,988
"989",2037,"ObsRes",23,15.139293,989
"990",2038,"ObsRes",23,16.933581,990
"991",2039,"ObsRes",23,13.140416,991
"992",2040,"ObsRes",23,12.505894,992
"993",2041,"ObsRes",23,20.805422,993
"994",2042,"ObsRes",23,11.165419,994
"995",2043,"ObsRes",23,8.496102,995
"996",2044,"ObsRes",23,9.413908,996
"997",2045,"ObsRes",23,11.426874,997
"998",2046,"ObsRes",23,21.500963,998
"999",2047,"ObsRes",23,15.862511,999
"1000",2048,"ObsRes",23,9.598169,1000
"1001",2049,"ObsRes",23,11.52416,1001
"1002",2050,"ObsRes",23,10.010259,1002
"1003",2051,"ObsRes",23,17.377609,1003
"1004",2052,"ObsRes",23,8.669081,1004
"1005",2053,"ObsRes",23,10.37707,1005
"1006",2054,"ObsRes",23,19.522695,1006
"1007",2055,"ObsRes",23,10.225351,1007
"1008",2056,"ObsRes",23,11.570223,1008
"1009",2057,"ObsRes",23,13.628611,1009
"1010",2058,"ObsRes",23,15.005531,1010
"1011",2059,"ObsRes",23,14.948498,1011
"1012",2060,"ObsRes",23,14.985237,1012
"1013",2017,"ObsRes",24,21.829584,1013
"1014",2018,"ObsRes",24,14.62104,1014
"1015",2019,"ObsRes",24,8.474133,1015
"1016",2020,"ObsRes",24,17.422186,1016
"1017",2021,"ObsRes",24,12.183502,1017
"1018",2022,"ObsRes",24,6.17819,1018
"1019",2023,"ObsRes",24,12.630349,1019
"1020",2024,"ObsRes",24,14.648871,1020
"1021",2025,"ObsRes",24,14.306056,1021
"1022",2026,"ObsRes",24,18.148319,1022
"1023",2027,"ObsRes",24,11.164062,1023
"1024",2028,"ObsRes",24,9.931656,1024
"1025",2029,"ObsRes",24,20.116677,1025
"1026",2030,"ObsRes",24,17.225136,1026
"1027",2031,"ObsRes",24,13.731401,1027
"1028",2032,"ObsRes",24,15.369422,1028
"1029",2033,"ObsRes",24,14.140528,1029
"1030",2034,"ObsRes",24,11.095455,1030
"1031",2035,"ObsRes",24,16.439485,1031
"1032",2036,"ObsRes",24,15.139293,1032
"1033",2037,"ObsRes",24,16.933581,1033
"1034",2038,"ObsRes",24,13.140416,1034
"1035",2039,"ObsRes",24,12.505894,1035
"1036",2040,"ObsRes",24,20.805422,1036
"1037",2041,"ObsRes",24,11.165419,1037
"1038",2042,"ObsRes",24,8.496102,1038
"1039",2043,"ObsRes",24,9.413908,1039
"1040",2044,"ObsRes",24,11.426874,1040
"1041",2045,"ObsRes",24,21.500963,1041
"1042",2046,"ObsRes",24,15.862511,1042
"1043",2047,"ObsRes",24,9.598169,1043
"1044",2048,"ObsRes",24,11.52416,1044
"1045",2049,"ObsRes",24,10.010259,1045
"1046",2050,"ObsRes",24,17.377609,1046
"1047",2051,"ObsRes",24,8.669081,1047
"1048",2052,"ObsRes",24,10.37707,1048
"1049",2053,"ObsRes",24,19.522695,1049
"1050",2054,"ObsRes",24,10.225351,1050
"1051",2055,"ObsRes",24,11.570223,1051
"1052",2056,"ObsRes",24,13.628611,1052
"1053",2057,"ObsRes",24,15.005531,1053
"1054",2058,"ObsRes",24,14.948498,1054
"1055",2059,"ObsRes",24,14.985237,1055
"1056",2060,"ObsRes",24,13.116388,1056
"1057",2017,"ObsRes",25,14.62104,1057
"1058",2018,"ObsRes",25,8.474133,1058
"1059",2019,"ObsRes",25,17.422186,1059
"1060",2020,"ObsRes",25,12.183502,1060
"1061",2021,"ObsRes",25,6.17819,1061
"1062",2022,"ObsRes",25,12.630349,1062
"1063",2023,"ObsRes",25,14.648871,1063
"1064",2024,"ObsRes",25,14.306056,1064
"1065",2025,"ObsRes",25,18.148319,1065
"1066",2026,"ObsRes",25,11.164062,1066
"1067",2027,"ObsRes",25,9.931656,1067
"1068",2028,"ObsRes",25,20.116677,1068
"1069",2029,"ObsRes",25,17.225136,1069
"1070",2030,"ObsRes",25,13.731401,1070
"1071",2031,"ObsRes",25,15.369422,1071
"1072",2032,"ObsRes",25,14.140528,1072
"1073",2033,"ObsRes",25,11.095455,1073
"1074",2034,"ObsRes",25,16.439485,1074
"1075",2035,"ObsRes",25,15.139293,1075
"1076",2036,"ObsRes",25,16.933581,1076
"1077",2037,"ObsRes",25,13.140416,1077
"1078",2038,"ObsRes",25,12.505894,1078
"1079",2039,"ObsRes",25,20.805422,1079
"1080",2040,"ObsRes",25,11.165419,1080
"1081",2041,"ObsRes",25,8.496102,1081
"1082",2042,"ObsRes",25,9.413908,1082
"1083",2043,"ObsRes",25,11.426874,1083
"1084",2044,"ObsRes",25,21.500963,1084
"1085",2045,"ObsRes",25,15.862511,1085
"1086",2046,"ObsRes",25,9.598169,1086
"1087",2047,"ObsRes",25,11.52416,1087
"1088",2048,"ObsRes",25,10.010259,1088
"1089",2049,"ObsRes",25,17.377609,1089
"1090",2050,"ObsRes",25,8.669081,1090
"1091",2051,"ObsRes",25,10.37707,1091
"1092",2052,"ObsRes",25,19.522695,1092
"1093",2053,"ObsRes",25,10.225351,1093
"1094",2054,"ObsRes",25,11.570223,1094
"1095",2055,"ObsRes",25,13.628611,1095
"1096",2056,"ObsRes",25,15.005531,1096
"1097",2057,"ObsRes",25,14.948498,1097
"1098",2058,"ObsRes",25,14.985237,1098
"1099",2059,"ObsRes",25,13.116388,1099
"1100",2060,"ObsRes",25,18.157689,1100
"1101",2017,"ObsRes",26,8.474133,1101
"1102",2018,"ObsRes",26,17.422186,1102
"1103",2019,"ObsRes",26,12.183502,1103
"1104",2020,"ObsRes",26,6.17819,1104
"1105",2021,"ObsRes",26,12.630349,1105
"1106",2022,"ObsRes",26,14.648871,1106
"1107",2023,"ObsRes",26,14.306056,1107
"1108",2024,"ObsRes",26,18.148319,1108
"1109",2025,"ObsRes",26,11.164062,1109
"1110",2026,"ObsRes",26,9.931656,1110
"1111",2027,"ObsRes",26,20.116677,1111
"1112",2028,"ObsRes",26,17.225136,1112
"1113",2029,"ObsRes",26,13.731401,1113
"1114",2030,"ObsRes",26,15.369422,1114
"1115",2031,"ObsRes",26,14.140528,1115
"1116",2032,"ObsRes",26,11.095455,1116
"1117",2033,"ObsRes",26,16.439485,1117
"1118",2034,"ObsRes",26,15.139293,1118
"1119",2035,"ObsRes",26,16.933581,1119
"1120",2036,"ObsRes",26,13.140416,1120
"1121",2037,"ObsRes",26,12.505894,1121
"1122",2038,"ObsRes",26,20.805422,1122
"1123",2039,"ObsRes",26,11.165419,1123
"1124",2040,"ObsRes",26,8.496102,1124
"1125",2041,"ObsRes",26,9.413908,1125
"1126",2042,"ObsRes",26,11.426874,1126
"1127",2043,"ObsRes",26,21.500963,1127
"1128",2044,"ObsRes",26,15.862511,1128
"1129",2045,"ObsRes",26,9.598169,1129
"1130",2046,"ObsRes",26,11.52416,1130
"1131",2047,"ObsRes",26,10.010259,1131
"1132",2048,"ObsRes",26,17.377609,1132
"1133",2049,"ObsRes",26,8.669081,1133
"1134",2050,"ObsRes",26,10.37707,1134
"1135",2051,"ObsRes",26,19.522695,1135
"1136",2052,"ObsRes",26,10.225351,1136
"1137",2053,"ObsRes",26,11.570223,1137
"1138",2054,"ObsRes",26,13.628611,1138
"1139",2055,"ObsRes",26,15.005531,1139
"1140",2056,"ObsRes",26,14.948498,1140
"1141",2057,"ObsRes",26,14.985237,1141
"1142",2058,"ObsRes",26,13.116388,1142
"1143",2059,"ObsRes",26,18.157689,1143
"1144",2060,"ObsRes",26,12.920858,1144
"1145",2017,"ObsRes",27,17.422186,1145
"1146",2018,"ObsRes",27,12.183502,1146
"1147",2019,"ObsRes",27,6.17819,1147
"1148",2020,"ObsRes",27,12.630349,1148
"1149",2021,"ObsRes",27,14.648871,1149
"1150",2022,"ObsRes",27,14.306056,1150
"1151",2023,"ObsRes",27,18.148319,1151
"1152",2024,"ObsRes",27,11.164062,1152
"1153",2025,"ObsRes",27,9.931656,1153
"1154",2026,"ObsRes",27,20.116677,1154
"1155",2027,"ObsRes",27,17.225136,1155
"1156",2028,"ObsRes",27,13.731401,1156
"1157",2029,"ObsRes",27,15.369422,1157
"1158",2030,"ObsRes",27,14.140528,1158
"1159",2031,"ObsRes",27,11.095455,1159
"1160",2032,"ObsRes",27,16.439485,1160
"1161",2033,"ObsRes",27,15.139293,1161
"1162",2034,"ObsRes",27,16.933581,1162
"1163",2035,"ObsRes",27,13.140416,1163
"1164",2036,"ObsRes",27,12.505894,1164
"1165",2037,"ObsRes",27,20.805422,1165
"1166",2038,"ObsRes",27,11.165419,1166
"1167",2039,"ObsRes",27,8.496102,1167
"1168",2040,"ObsRes",27,9.413908,1168
"1169",2041,"ObsRes",27,11.426874,1169
"1170",2042,"ObsRes",27,21.500963,1170
"1171",2043,"ObsRes",27,15.862511,1171
"1172",2044,"ObsRes",27,9.598169,1172
"1173",2045,"ObsRes",27,11.52416,1173
"1174",2046,"ObsRes",27,10.010259,1174
"1175",2047,"ObsRes",27,17.377609,1175
"1176",2048,"ObsRes",27,8.669081,1176
"1177",2049,"ObsRes",27,10.37707,1177
"1178",2050,"ObsRes",27,19.522695,1178
"1179",2051,"ObsRes",27,10.225351,1179
"1180",2052,"ObsRes",27,11.570223,1180
"1181",2053,"ObsRes",27,13.628611,1181
"1182",2054,"ObsRes",27,15.005531,1182
"1183",2055,"ObsRes",27,14.948498,1183
"1184",2056,"ObsRes",27,14.985237,1184
"1185",2057,"ObsRes",27,13.116388,1185
"1186",2058,"ObsRes",27,18.157689,1186
"1187",2059,"ObsRes",27,12.920858,1187
"1188",2060,"ObsRes",27,16.534721,1188
"1189",2017,"ObsRes",28,12.183502,1189
"1190",2018,"ObsRes",28,6.17819,1190
"1191",2019,"ObsRes",28,12.630349,1191
"1192",2020,"ObsRes",28,14.648871,1192
"1193",2021,"ObsRes",28,14.306056,1193
"1194",2022,"ObsRes",28,18.148319,1194
"1195",2023,"ObsRes",28,11.164062,1195
"1196",2024,"ObsRes",28,9.931656,1196
"1197",2025,"ObsRes",28,20.116677,1197
"1198",2026,"ObsRes",28,17.225136,1198
"1199",2027,"ObsRes",28,13.731401,1199
"1200",2028,"ObsRes",28,15.369422,1200
"1201",2029,"ObsRes",28,14.140528,1201
"1202",2030,"ObsRes",28,11.095455,1202
"1203",2031,"ObsRes",28,16.439485,1203
"1204",2032,"ObsRes",28,15.139293,1204
"1205",2033,"ObsRes",28,16.933581,1205
"1206",2034,"ObsRes",28,13.140416,1206
"1207",2035,"ObsRes",28,12.505894,1207
"1208",2036,"ObsRes",28,20.805422,1208
"1209",2037,"ObsRes",28,11.165419,1209
"1210",2038,"ObsRes",28,8.496102,1210
"1211",2039,"ObsRes",28,9.413908,1211
"1212",2040,"ObsRes",28,11.426874,1212
"1213",2041,"ObsRes",28,21.500963,1213
"1214",2042,"ObsRes",28,15.862511,1214
"1215",2043,"ObsRes",28,9.598169,1215
"1216",2044,"ObsRes",28,11.52416,1216
"1217",2045,"ObsRes",28,10.010259,1217
"1218",2046,"ObsRes",28,17.377609,1218
"1219",2047,"ObsRes",28,8.669081,1219
"1220",2048,"ObsRes",28,10.37707,1220
"1221",2049,"ObsRes",28,19.522695,1221
"1222",2050,"ObsRes",28,10.225351,1222
"1223",2051,"ObsRes",28,11.570223,1223
"1224",2052,"ObsRes",28,13.628611,1224
"1225",2053,"ObsRes",28,15.005531,1225
"1226",2054,"ObsRes",28,14.948498,1226
"1227",2055,"ObsRes",28,14.985237,1227
